Date,Location,Disease,Cases,Deaths,Rainfall (mm),Temperature (°C),Humidity (%),Population Density,Water Quality Index,Air Quality Index,Vaccination Rate (%),Hospital Beds per 1000,Previous Outbreak History,Outbreak Risk
2020-10-06,Thiruvali,Cholera,160,1,142,29.61475684546169,84,Medium,Poor,Moderate,65.37283525457167,2.2778601450100004,No,High
2018-05-23,Tanur,Malaria,193,12,99,31.6172475675127,86,Medium,Poor,Low,87.13531955914382,2.4959365384318195,No,High
2021-02-28,Nilambur,COVID-19,487,6,96,31.397692197807455,69,Low,Very Poor,Moderate,85.75557502330312,3.484469819932565,No,High
2019-12-06,Kondotty,H1N1,166,19,83,29.540925145990435,65,Low,Poor,Moderate,51.36095873451598,3.7893409268185656,No,Medium
2025-03-20,Vengara,Nipah Virus,443,1,198,21.593548107090484,81,High,Moderate,High,44.33381220025558,3.5959067248612877,No,High
2022-06-28,Kalikavu,COVID-19,27,4,105,34.368689486530585,70,Medium,Moderate,Low,40.50417375324109,1.895197881993754,Yes,Low
2024-02-10,Chelembra,Typhoid,487,16,128,24.310543076275085,65,Low,Good,Moderate,85.80127950254777,2.070736113213451,No,High
2021-12-21,Edappal,H1N1,409,15,152,23.275992640151426,65,Medium,Very Poor,Low,41.034627452951106,3.8566120183885158,Yes,High
2016-04-05,Perinthalmanna,Dengue,377,0,143,23.98794940412176,93,Low,Good,Low,65.28639027067763,3.2839832624393934,Yes,High
2022-08-28,Perinthalmanna,Cholera,176,6,114,25.666296846199963,72,High,Very Poor,Low,54.76508818591151,3.4071461471438544,Yes,Medium
2023-12-22,Valanchery,Leptospirosis,448,9,186,20.630600315733147,83,Medium,Moderate,Low,43.070700672161394,3.419649943546564,No,High
2019-05-24,Areekode,COVID-19,310,3,120,31.480582528250032,62,High,Good,Moderate,68.01749298560446,3.507730913281229,No,High
2022-03-13,Thiruvali,Cholera,91,7,61,32.7515521325221,90,Low,Good,High,60.966854223934135,1.5200328995783257,No,Low
2015-07-11,Parappanangadi,Nipah Virus,89,9,115,23.688259573860442,73,Medium,Moderate,Low,40.335189714539766,1.9824777113120802,Yes,Low
2016-05-06,Melattur,Nipah Virus,344,0,192,31.155651773701546,68,Low,Very Poor,High,50.360071726493246,3.992422393802755,No,High
2018-10-12,Chelembra,Malaria,15,2,141,24.154303775897322,93,Low,Moderate,High,85.2451857748791,3.211627618025541,No,Low
2020-12-17,Tirurangadi,H1N1,251,19,145,22.51765811820445,88,High,Very Poor,High,43.28143381652136,1.6908714783341103,No,High
2018-10-18,Edappal,Malaria,182,2,183,28.33709683736518,89,High,Good,Low,86.58816429066583,1.6109830639559104,Yes,Medium
2018-12-01,Kottakkal,Cholera,374,16,149,23.882968716657533,66,High,Very Poor,Moderate,65.34365591454211,3.5612131171103028,Yes,High
2015-03-02,Chelembra,Cholera,190,16,91,27.246095064454074,64,Low,Very Poor,Moderate,41.02212898756879,3.708144189472325,Yes,Medium
2023-08-15,Perinthalmanna,COVID-19,274,4,108,28.656128778866318,75,Low,Moderate,High,79.75408259507242,3.016846012182638,No,Medium
2024-06-21,Tanur,Malaria,73,7,149,20.15816352314024,84,Medium,Moderate,Low,49.862424136249395,1.9167846305023395,Yes,Low
2016-02-01,Areekode,Cholera,315,17,180,28.122613593337853,67,High,Good,Moderate,77.36760240780876,1.853278015115792,No,High
2020-05-31,Tanur,Cholera,196,5,73,20.324675910264055,75,Low,Poor,High,61.14739055790736,3.137415433873397,No,Medium
2015-11-06,Melattur,Nipah Virus,113,15,71,34.22468461631986,89,High,Poor,Moderate,53.78097496708682,2.4956079178366086,Yes,High
2023-03-31,Valanchery,COVID-19,346,14,180,32.10980444538508,78,Medium,Moderate,Low,81.0436724446469,3.827208199669242,No,High
2023-07-04,Kalikavu,Typhoid,435,10,140,22.614156189326117,91,Medium,Moderate,Low,46.106999378187545,3.0129859289320473,No,High
2025-12-15,Thiruvali,Dengue,490,6,65,23.33737124267782,85,High,Good,Moderate,69.76936086163154,2.2667758426694467,Yes,High
2016-02-28,Thiruvali,H1N1,193,9,133,21.34845666990757,91,Medium,Moderate,High,48.29706461999207,3.453726648038696,Yes,Medium
2023-07-15,Malappuram,Typhoid,306,19,67,25.38419484251985,90,High,Moderate,High,83.86014413985534,3.189742409460523,Yes,High
2019-03-21,Tirurangadi,Malaria,319,5,122,24.177344774751415,82,Low,Poor,Low,60.83591355137185,2.4716067801536896,Yes,High
2017-09-03,Valanchery,COVID-19,297,0,198,25.211217902514207,68,Low,Moderate,High,78.9617688941081,3.8110455330961623,No,Medium
2024-02-02,Manjeri,Cholera,141,2,52,23.98901806844936,84,Medium,Good,Moderate,74.1783671349981,2.3573325280938393,No,Medium
2021-11-12,Kottakkal,H1N1,492,0,182,27.760361765562074,60,High,Poor,Moderate,60.03930157661887,2.5901351354777686,No,High
2024-09-09,Kottakkal,Cholera,359,1,87,21.41466480327548,90,Low,Very Poor,Moderate,48.47974684857752,3.0311348931225663,Yes,High
2016-06-11,Areekode,Nipah Virus,284,18,117,34.97421916520055,67,High,Good,Moderate,65.94196778622806,2.919364787157998,Yes,Medium
2025-09-06,Malappuram,Nipah Virus,465,18,65,26.437305549671265,72,High,Moderate,Low,69.45952296261612,3.4641382342958638,Yes,High
2025-12-04,Perinthalmanna,H1N1,153,17,61,27.33657760324473,69,Medium,Good,Moderate,87.66083224292105,3.448332734032392,No,Medium
2021-04-05,Kalikavu,COVID-19,453,17,154,25.62076688866665,61,Medium,Poor,Low,49.33189013733949,2.036644830560962,No,High
2016-11-14,Perinthalmanna,Leptospirosis,85,11,139,29.71729289028638,72,Low,Poor,Moderate,87.50811404276782,2.3748551738049426,No,Medium
2024-03-27,Valanchery,Dengue,14,10,189,22.87035581504227,64,High,Moderate,Low,59.74959793634521,2.8466862083196376,Yes,Low
2023-11-06,Vengara,Nipah Virus,119,0,120,34.79009072241281,62,Medium,Good,High,87.53809695316818,2.305391843092697,No,Low
2024-11-28,Edappal,Nipah Virus,247,18,118,20.226070107473074,88,Low,Very Poor,Moderate,76.83743583142244,3.07142184802176,Yes,High
2022-10-29,Tanur,Leptospirosis,478,8,194,30.83862087462232,61,Low,Good,Moderate,41.51670678568432,3.07711897005279,No,High
2022-08-09,Parappanangadi,Dengue,481,8,80,24.04780861759152,93,Medium,Very Poor,Low,61.38618727738512,3.902612840171408,No,High
2016-11-29,Manjeri,Typhoid,280,1,197,20.472868554935282,79,Medium,Good,Moderate,63.56551465105244,2.6030458529759253,Yes,Medium
2025-10-26,Tanur,Malaria,286,0,173,28.376035712034874,91,High,Good,High,59.61997939167763,2.502007312446966,No,Medium
2015-10-24,Areekode,Dengue,54,19,151,25.91468097234516,79,High,Poor,Moderate,65.16559500168313,3.623521781414775,Yes,Medium
2021-12-03,Kondotty,Malaria,272,10,69,22.276607354499035,81,Medium,Good,High,57.23416038074417,3.7495710139504346,No,Medium
2019-03-03,Melattur,Malaria,78,16,190,20.587226635269936,68,High,Very Poor,High,58.25926795387886,3.8471722658199203,No,Low
2015-09-23,Parappanangadi,COVID-19,457,14,171,22.194231257164024,67,Medium,Very Poor,Low,47.48647260206191,2.4888575760612266,Yes,High
2021-04-03,Malappuram,Leptospirosis,255,14,153,29.77707001868177,60,Medium,Good,Low,87.20783762789651,2.0821785976133764,Yes,Medium
2022-07-25,Valanchery,Cholera,225,18,108,23.964126100502604,61,High,Poor,Moderate,63.64277460932285,3.333616517660268,No,Medium
2015-04-10,Thiruvali,Cholera,277,17,179,27.12037231676451,74,Low,Poor,Moderate,63.62442188060504,3.7478464887327028,No,Medium
2017-07-16,Pandikkad,COVID-19,51,13,68,25.725094068865626,61,High,Very Poor,Moderate,75.55431818025373,2.506010785502901,No,Medium
2022-09-24,Valanchery,Nipah Virus,233,11,128,23.89857234333381,72,Medium,Moderate,Moderate,47.15750414463125,1.9594609518169452,No,Medium
2024-11-07,Thiruvali,Cholera,208,13,171,33.60053972610298,60,Low,Poor,High,86.12908079132838,3.095037407268058,Yes,Medium
2020-05-06,Perinthalmanna,Nipah Virus,203,9,69,22.427445353898694,86,High,Very Poor,Moderate,62.791919286637324,2.8420328426313604,Yes,High
2025-07-29,Manjeri,Dengue,26,7,144,34.716997028719305,72,Medium,Good,Moderate,57.456502602026795,2.1870541761724436,No,Medium
2025-06-22,Kalikavu,H1N1,235,10,193,21.099484720776555,68,Medium,Poor,Moderate,59.061422832631706,3.1292057713573564,Yes,Medium
2025-04-30,Areekode,COVID-19,112,9,107,33.816217275285055,92,Medium,Good,Low,47.99154706035727,2.8576769221936873,Yes,Low
2016-03-23,Chelembra,Leptospirosis,372,17,129,31.63945135489007,91,Medium,Very Poor,Moderate,83.61982852717188,3.71646747130324,No,High
2018-09-25,Pandikkad,Dengue,231,12,52,33.38311044466133,81,High,Very Poor,Low,46.867203341590226,1.996509178022696,Yes,High
2020-04-14,Thiruvali,Typhoid,287,12,78,28.672641525840447,70,Medium,Very Poor,Low,51.69287450295387,2.83687820240095,Yes,Medium
2023-06-15,Tirurangadi,Typhoid,462,8,60,30.710109682797885,86,Medium,Moderate,High,65.91521461241639,3.6266580612354495,Yes,High
2019-06-01,Edappal,Cholera,368,12,122,28.504018731375645,86,Medium,Poor,Moderate,52.4688317173919,2.7073446482285406,No,High
2015-02-20,Kondotty,Cholera,475,1,93,26.23588875380611,89,Low,Poor,Low,59.827537089441606,2.2060360614926267,Yes,High
2022-09-30,Kottakkal,Leptospirosis,108,0,147,24.683938493363947,63,High,Good,Moderate,86.89504777575591,1.9027871548156792,Yes,Medium
2020-09-27,Valanchery,Dengue,451,7,72,23.301408644609946,73,High,Moderate,Moderate,53.652845572823765,2.7051192874576873,No,High
2020-10-30,Chelembra,COVID-19,433,7,107,33.08370797616877,81,Medium,Very Poor,High,50.72455239223826,2.5844544159159843,Yes,High
2019-08-02,Melattur,Dengue,386,13,88,29.81586443436757,88,High,Good,Moderate,81.33628472232016,1.57094482682007,Yes,High
2025-11-14,Ponnani,Malaria,383,19,63,34.93533119028611,67,Low,Very Poor,High,48.0845318791637,2.5979458798001778,No,High
2022-03-11,Ponnani,Nipah Virus,306,17,117,26.587797087731026,90,Medium,Very Poor,Low,46.76959303305168,3.6567560213339387,No,High
2016-07-18,Tanur,Cholera,370,11,103,29.60042328733004,67,Medium,Good,High,49.125340773561625,3.5755749004689577,No,High
2022-10-20,Kalikavu,COVID-19,204,12,69,28.45930403373508,84,Medium,Good,High,89.87312554871936,3.206884156544923,Yes,Medium
2020-07-30,Valanchery,COVID-19,122,7,74,25.37468511397341,83,Low,Poor,High,88.1867681388402,2.3518070235919155,Yes,High
2018-02-09,Melattur,Cholera,187,18,145,20.970587443865117,90,Low,Poor,Moderate,45.89354563780908,3.8214024967007605,Yes,High
2020-05-13,Ponnani,COVID-19,422,0,70,21.878954562500716,68,High,Poor,High,61.17568714201723,2.313406583199482,Yes,High
2016-06-13,Tirur,Nipah Virus,389,4,62,22.80208612192618,85,Medium,Poor,Moderate,75.16563820817731,3.8629093701298474,No,High
2022-07-29,Valanchery,Dengue,346,14,130,34.05522023049701,60,Medium,Poor,Low,50.721706293095366,2.5989773226899997,Yes,High
2015-04-28,Perinthalmanna,Typhoid,313,7,96,29.755252314646782,76,High,Very Poor,Low,68.65663761625557,2.108942563905181,No,High
2017-02-16,Kottakkal,COVID-19,205,6,182,33.64694451021235,89,Medium,Moderate,High,43.95669613385915,3.468223521684962,Yes,Medium
2017-06-03,Tirurangadi,Leptospirosis,205,8,172,31.77965973163151,67,High,Poor,Low,48.51262857027234,3.20166741508452,Yes,Medium
2025-07-31,Tirurangadi,Cholera,18,8,127,24.25733999747922,63,Low,Poor,Moderate,78.52218579806441,3.086706593274011,No,Medium
2023-05-10,Kondotty,Leptospirosis,110,13,105,22.761317947139233,87,High,Moderate,Moderate,50.273958262212425,2.0644511778154677,Yes,Medium
2018-07-23,Pandikkad,Nipah Virus,21,3,147,33.25156262108549,69,Medium,Good,Low,41.06076261665529,3.033738895776339,No,Low
2021-08-25,Malappuram,Cholera,367,8,80,32.86953845463022,93,Low,Very Poor,High,47.21417802353872,2.5523153704828125,Yes,High
2022-10-09,Parappanangadi,Leptospirosis,479,14,87,21.634253752564835,73,High,Very Poor,Low,49.700879886184595,2.634195896221043,No,High
2015-10-07,Malappuram,Leptospirosis,188,1,146,26.60455427054149,65,Medium,Poor,High,76.44698145604724,3.425563763953605,Yes,Medium
2023-12-04,Areekode,Dengue,313,18,117,26.917613958247887,94,Medium,Good,High,79.82148149516992,2.293533051403744,No,High
2022-11-19,Perinthalmanna,Malaria,102,9,71,31.43653090117217,63,Medium,Very Poor,High,89.04449861755381,3.6835421870373786,No,Low
2018-09-21,Chelembra,Dengue,313,11,63,20.632569194659396,63,Medium,Good,Moderate,71.30824954111989,3.430700993785485,No,High
2019-09-30,Melattur,Malaria,78,5,76,32.65586030906622,72,Low,Good,High,68.08825482652773,3.9009480124692315,Yes,Low
2017-09-09,Malappuram,Leptospirosis,147,5,188,27.678510018221246,64,Low,Very Poor,Low,51.31596789342089,1.8350022607691214,Yes,Low
2023-07-02,Kondotty,Typhoid,203,17,168,29.601788324392274,62,High,Poor,Low,43.04496912362251,3.9044359811015634,No,Medium
2022-01-18,Edappal,Typhoid,314,9,123,22.338265781590632,64,Low,Moderate,Low,67.15645373904573,2.72319917565838,Yes,High
2016-06-10,Melattur,Typhoid,100,11,178,30.37319038571448,73,High,Poor,Low,71.75777846689118,2.905142392697326,No,Low
2019-11-18,Ponnani,H1N1,128,2,84,30.6620631719149,80,Medium,Good,Low,80.01900132253367,3.503211549362352,Yes,Low
2023-09-05,Parappanangadi,H1N1,382,16,162,23.00278569159915,72,Low,Moderate,Low,63.30741816085735,1.6054158023527605,No,High
2021-09-13,Perinthalmanna,Dengue,85,1,103,31.092943745356244,84,High,Good,High,56.49424692157534,3.8773271135803666,Yes,Low
2018-11-24,Areekode,H1N1,59,2,198,23.982955998949567,75,Medium,Very Poor,Moderate,43.89232085257625,3.8580426717527794,Yes,Medium
2025-02-18,Areekode,COVID-19,122,9,127,34.552744465434216,64,Medium,Good,Moderate,65.7334532553738,3.8838390163285386,No,Medium
2025-02-26,Vengara,Nipah Virus,420,13,128,21.208358620398325,60,Low,Poor,Low,66.05910587295246,2.3471911400561027,No,High
2023-07-05,Vengara,Leptospirosis,262,18,96,28.97942250464984,62,High,Very Poor,Moderate,86.65930993762449,2.5864148404937795,No,Medium
2019-03-19,Thiruvali,Nipah Virus,414,18,106,32.565584175853964,69,Medium,Moderate,Moderate,72.97383675796925,3.630517176171403,Yes,High
2022-11-21,Nilambur,Malaria,124,8,72,25.227598583697436,78,Medium,Good,Moderate,56.08595397991074,3.2521961561297474,Yes,Medium
2025-06-25,Parappanangadi,COVID-19,241,12,194,25.95973553591221,91,High,Moderate,Moderate,69.63093221954523,3.134495336179153,Yes,Medium
2016-06-08,Kottakkal,Leptospirosis,484,5,161,24.70428499311417,83,High,Very Poor,Moderate,70.01411935383204,2.389979123894381,Yes,High
2023-02-24,Nilambur,Malaria,300,0,135,26.963765625317404,68,Low,Good,Low,85.07391433001081,3.546671682683479,No,Medium
2020-12-03,Ponnani,Malaria,257,11,132,31.82792185944634,63,Medium,Very Poor,Moderate,74.03068399277929,3.1992145526987477,Yes,Medium
2020-08-25,Areekode,H1N1,156,7,124,31.189950033903393,70,High,Poor,High,68.13090441426453,2.405866819630182,No,Medium
2020-03-21,Kottakkal,Nipah Virus,481,13,153,33.67360699957773,70,High,Very Poor,Low,68.5147498860639,2.5098283222032376,Yes,High
2024-04-29,Edappal,Typhoid,40,10,183,32.25291286682865,74,Low,Poor,High,72.95620020245914,2.2966421968490223,Yes,Low
2021-10-28,Ponnani,Typhoid,408,6,107,26.32199415070839,90,Medium,Very Poor,High,53.938552515386114,3.0857938318924347,No,High
2020-06-13,Chelembra,Malaria,272,2,156,31.782152121540065,69,Low,Very Poor,Low,42.7294656980116,2.602403682908727,No,Medium
2022-07-28,Ponnani,Dengue,322,12,56,21.330022590593632,77,Medium,Moderate,Low,57.68693258423335,1.5471358817030327,Yes,High
2020-06-18,Pandikkad,Dengue,486,4,178,26.806799880285812,61,Low,Very Poor,Low,70.89704748962328,2.0948587410208788,No,High
2018-05-29,Parappanangadi,Dengue,196,0,161,25.545290921582307,61,Low,Very Poor,High,75.61972795788569,2.2409724296480276,No,Medium
2020-06-11,Kottakkal,Leptospirosis,254,10,187,21.263960129908575,70,High,Moderate,High,41.60743392665808,2.646110965303885,Yes,Medium
2015-10-18,Malappuram,Dengue,108,10,60,28.859792780451713,90,Low,Moderate,Moderate,52.98103099719191,2.030951677941383,Yes,Medium
2022-12-06,Tanur,Cholera,169,13,109,34.911269854667104,81,Low,Poor,High,56.948990461456866,2.646038440370938,No,High
2023-06-28,Kottakkal,Nipah Virus,454,17,183,22.052606950814038,66,Low,Moderate,Low,40.28189808219239,2.7883382722946095,No,High
2021-10-20,Parappanangadi,Leptospirosis,372,0,174,28.898818797352746,80,Low,Poor,High,69.99360139137355,3.1399943161731447,Yes,High
2019-02-09,Tanur,Cholera,91,8,76,28.528200073035773,63,Medium,Moderate,Moderate,56.93362529999901,3.01428499722633,Yes,Medium
2023-02-17,Ponnani,COVID-19,153,13,59,22.055265061848857,66,High,Poor,Low,84.5411914712374,3.489951128871226,Yes,Medium
2018-10-16,Nilambur,Nipah Virus,326,3,171,22.949540914350827,74,Low,Poor,High,83.58842456587149,3.4295087202291032,Yes,High
2019-04-24,Ponnani,H1N1,121,1,149,20.561956211385272,94,Low,Moderate,Low,68.300350797426,3.567638329835131,Yes,Low
2015-03-18,Perinthalmanna,Dengue,297,15,181,27.74173566584922,86,Low,Good,Moderate,64.6843180169414,2.3499400898459024,Yes,Medium
2022-05-12,Vengara,H1N1,262,6,84,20.202584963648437,86,High,Good,High,79.8391275169277,2.435141916730964,No,Medium
2020-01-07,Pandikkad,Nipah Virus,304,18,108,32.37653833433391,66,Low,Good,High,78.32677292993003,2.013246723575802,No,High
2015-04-11,Ponnani,Leptospirosis,113,0,150,27.764492597728605,91,High,Good,High,70.38813196626548,2.938172574332817,Yes,Low
2023-10-15,Tirur,Dengue,105,13,77,30.84313794633386,80,Low,Moderate,Moderate,61.8707159234484,1.5297862912988562,Yes,Medium
2017-02-06,Areekode,H1N1,350,18,98,31.26583884825969,78,Low,Very Poor,Moderate,40.129627249037064,2.0699266200441193,Yes,High
2025-12-18,Perinthalmanna,COVID-19,350,11,124,20.713726305746636,94,Medium,Moderate,Moderate,86.42979881422038,3.355253232352351,No,High
2022-10-23,Valanchery,H1N1,320,2,146,28.957461784240735,64,High,Moderate,High,46.518510979165164,2.306635666235274,Yes,High
2022-09-18,Nilambur,Malaria,18,4,110,24.201495665418054,70,High,Poor,Low,56.53082133059225,2.1852901007865935,No,Low
2018-12-27,Edappal,Dengue,51,14,149,22.784407685889377,85,Medium,Poor,Moderate,77.16881888427227,3.322526842550688,Yes,High
2016-08-26,Melattur,Nipah Virus,51,15,139,23.570681616315703,79,High,Good,Moderate,41.60860212168288,3.3957785279179937,Yes,Medium
2023-11-25,Nilambur,COVID-19,354,16,132,20.285133492730225,75,High,Good,High,74.55516510291217,2.840382498907259,Yes,High
2017-06-26,Parappanangadi,Cholera,278,2,85,33.32424306578227,94,Low,Moderate,High,40.88125076126605,2.6520611759297514,No,Medium
2018-12-21,Chelembra,Leptospirosis,331,14,89,25.792166858504128,81,Low,Good,High,79.79915923953604,1.9057249141170125,Yes,High
2016-06-20,Vengara,Leptospirosis,267,18,167,27.760639400182136,85,Medium,Good,Moderate,59.8361646043278,2.825561578073955,Yes,Medium
2015-10-18,Melattur,Nipah Virus,450,9,143,23.73672898169861,66,Medium,Poor,Low,60.201516149957534,3.87148431825503,Yes,High
2023-11-15,Tanur,Typhoid,402,3,90,32.49385101595703,85,Low,Very Poor,High,64.18565137019206,1.5937886918138366,No,High
2025-02-14,Kalikavu,Malaria,144,1,72,20.829046871653276,64,High,Poor,Moderate,61.534383882733124,2.754804333324866,Yes,Medium
2021-02-01,Perinthalmanna,Leptospirosis,71,12,156,33.85614587575183,82,High,Very Poor,Low,77.69941221037837,2.881481226864844,No,High
2018-02-05,Areekode,COVID-19,67,1,152,26.016292362791987,71,High,Good,Moderate,47.68410922766412,3.704397458624585,No,Medium
2017-12-09,Tanur,Nipah Virus,496,8,122,22.86843008500013,87,Low,Moderate,Low,80.09126989978895,3.4836856819315534,Yes,High
2021-01-03,Nilambur,Dengue,386,15,133,30.40053055168421,87,Medium,Very Poor,Low,59.11021174900958,1.619498464869058,Yes,High
2021-11-10,Parappanangadi,Malaria,222,12,98,25.079453088035457,61,Low,Moderate,Low,65.48239149643655,3.194807123674022,No,Medium
2019-09-10,Valanchery,Leptospirosis,192,4,145,23.414735882287747,92,High,Moderate,Low,63.404863461103545,2.3722140860413887,No,Medium
2019-07-09,Valanchery,Typhoid,185,5,139,27.184576125895212,78,High,Good,Low,49.6183386893929,2.6202646294785485,Yes,Medium
2023-01-22,Chelembra,Leptospirosis,83,6,82,25.080155860795095,70,High,Moderate,High,66.81161245625162,2.9265009424713213,Yes,Low
2025-05-01,Parappanangadi,Malaria,234,6,185,30.176875036274872,75,Medium,Poor,Low,58.09799995394814,3.1052324421788366,Yes,Medium
2025-09-22,Kottakkal,H1N1,424,14,111,23.194553041298878,78,Low,Very Poor,High,51.3086926706693,3.2556546840622036,No,High
2017-07-26,Parappanangadi,Malaria,442,11,153,25.77432587683053,91,High,Good,Low,89.15050427284223,3.270174931640609,Yes,High
2016-10-18,Pandikkad,H1N1,69,11,190,21.090990305048145,84,Low,Very Poor,High,65.00649648244693,3.283762496708206,No,High
